date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:06:27	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:28	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:28	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:28	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:28	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:28	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:29	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:29	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:29	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:29	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:30	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:30	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:30	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:30	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:30	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20May%206394%2007:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:31	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:31	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:31	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:31	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1548/site.css)
11:06:32	45898/45898	---M-Z	200	added ('OK')	text/javascript	etag:%2280e410c53f9b0d8e7ec03001f50b340e%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-6c32e32b6938e95defd7-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-6c32e32b6938e95defd7-min.en-US.js	(from https://www.innoforeveryone.org/cart)
11:06:37	1301237/1301237	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Aug%202024%2015:06:33%20GMT	https://static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1550/site.css	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/static/versioned-site-css/668c388c858c7f07c98763ea/6/5c5a519771c10ba3470d8101/668c388d858c7f07c9876402/1550/site.css	(from https://www.innoforeveryone.org/cart)
11:06:38	230410/230410	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Aug%202024%2015:06:38%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1722632295808-EC46FDD7XUWRGN7BOAK2/static.css	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1722632295808-EC46FDD7XUWRGN7BOAK2/static.css	(from https://www.innoforeveryone.org/cart)
11:06:46	263943/263943	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2003%20Aug%202024%2015:06:39%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.9a3ef7a66ff173d82888c0103a031698.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.9a3ef7a66ff173d82888c0103a031698.js	(from https://www.innoforeveryone.org/cart)
11:06:50	230485/230485	---M-Z	200	added ('OK')	text/javascript	etag:%22158e54e81954c6550b80194f96c01fd1%22	http://assets.squarespace.com/universal/scripts-compressed/user-account-core-000e7836c83080affa0c-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/user-account-core-000e7836c83080affa0c-min.en-US.js	(from https://www.innoforeveryone.org/cart)
11:06:57	680497/680497	---M-Z	200	added ('OK')	text/javascript	etag:%22479b419afa1ce753b320e29949e89a52%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-7fe376b784c3d1272675-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/common-vendors-7fe376b784c3d1272675-min.en-US.js	(from https://www.innoforeveryone.org/cart)
11:07:10	1627917/1627917	---M-Z	200	added ('OK')	text/javascript	etag:%2212426754a096ed99045e73c1af998571%22	http://assets.squarespace.com/universal/scripts-compressed/common-0af7051cb221d11716b7-min.en-US.js	C:/Users/navee/Downloads/InnovForEveryoneCLone/assets.squarespace.com/universal/scripts-compressed/common-0af7051cb221d11716b7-min.en-US.js	(from https://www.innoforeveryone.org/cart)
